2 10 18 26 34 42 50 58 4 12 20 28 36 44 52 60
6 14 22 30 38 46 54 62 8 16 24 32 40 48 56 64
1 9 17 25 33 41 49 57 3 11 19 27 35 43 51 59
5 13 21 29 37 45 53 61 7 15 23 31 39 47 55 63
